,,,,,,Scoring,,,,,Goals,,,,Assists,,,Shots,,,Ice Time,,Faceoffs,,,,,,,,-additional
771,Sergei Bobrovsky,36,FLA,G,54,0,1,1,0,4,0,0,0,0,0,1,0,3,0.0,3,3199:59,59:16,0,0,,0,0,0,20,ASnhl-8,bobrose01
772,Skyler Brind'Amour,25,CAR,C,2,1,0,1,-3,2,1,0,0,0,0,0,0,1,100.0,5,33:10,16:35,17,8,68.0,1,1,0,4,,brindsk01
773,Josh Brown,31,EDM,D,10,0,1,1,-2,11,0,0,0,0,1,0,0,9,0.0,18,126:06,12:37,0,0,,18,21,0,3,,brownjo01
774,Patrick Brown,32,BOS,C,15,0,1,1,-2,8,0,0,0,0,1,0,0,11,0.0,22,158:29,10:34,20,24,45.5,12,46,3,10,,brownpa02
775,Callahan Burke,27,VEG,C,7,1,0,1,2,2,1,0,0,0,0,0,0,12,8.3,17,75:53,10:50,1,0,100.0,3,0,0,3,,burkeca01
776,Drake Caggiula,30,EDM,LW,7,0,1,1,0,5,0,0,0,0,1,0,0,6,0.0,9,51:06,7:18,1,0,100.0,3,8,0,3,,caggidr01
777,Michael Callahan,25,BOS,D,17,1,0,1,-5,7,1,0,0,0,0,0,0,9,11.1,29,240:26,14:09,0,0,,12,8,1,11,,callami02
778,Ethan Cardwell,22,SJS,RW,6,1,0,1,-2,2,1,0,0,0,0,0,0,5,20.0,11,69:11,11:32,1,1,50.0,3,8,1,5,,cardwet01
779,Declan Carlile,24,TBL,D,3,1,0,1,2,0,1,0,0,0,0,0,0,3,33.3,8,39:01,13:00,0,0,,2,1,0,3,,carlide01
780,Lucas Condotta,27,MTL,F,7,1,0,1,-2,0,1,0,0,0,0,0,0,5,20.0,10,57:25,8:12,17,12,58.6,3,10,0,2,,condolu01
781,Angus Crookshank,25,OTT,LW,8,0,1,1,-1,0,0,0,0,0,1,0,0,9,0.0,21,78:40,9:50,1,2,33.3,4,11,0,6,,crookan01
782,Casey DeSmith,33,DAL,G,27,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,1504:30,55:43,0,0,,0,0,0,3,,desmica01
783,Dylan Duke,21,TBL,LW,2,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,1,15:43,7:52,0,0,,0,5,0,0,,dukedy01
784,John Farinacci,23,BOS,C,1,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,1,10:58,10:58,6,2,75.0,0,3,0,0,,farinjo01
785,Cale Fleury,26,SEA,D,14,0,1,1,1,0,0,0,0,0,1,0,0,16,0.0,34,180:08,12:52,0,0,,28,30,5,10,,fleurca01
786,Nolan Foote,24,NJD,LW,7,0,1,1,0,0,0,0,0,0,1,0,0,5,0.0,15,68:46,9:49,1,1,50.0,1,11,1,2,,footeno01
787,Parker Ford,24,WPG,F,3,1,0,1,1,2,1,0,0,0,0,0,0,2,50.0,4,23:30,7:50,0,0,,1,5,2,2,,fordpa01
788,Brendan Gaunce,30,MIN,C,12,0,1,1,-4,4,0,0,0,0,1,0,0,11,0.0,25,116:20,9:42,39,42,48.1,7,18,2,7,,gauncbr01
789,Alexandar Georgiev,28,2TM,G,49,0,1,1,0,0,0,0,0,0,0,1,0,0,,0,2671:48,54:32,0,0,,0,0,0,17,,georgal01
789,Alexandar Georgiev,28,COL,G,18,0,1,1,0,0,0,0,0,0,0,1,0,0,,0,940:53,52:16,0,0,,0,0,0,3,,georgal01
789,Alexandar Georgiev,28,SJS,G,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1730:55,55:50,0,0,,0,0,0,14,,georgal01
790,John Gibson,31,ANA,G,29,0,1,1,0,4,0,0,0,0,1,0,0,0,,0,1562:09,53:52,0,0,,0,0,0,10,,gibsojo02
791,Patrick Giles,25,2TM,F,17,1,0,1,-3,0,1,0,0,0,0,0,0,15,6.7,21,156:56,9:14,33,64,34.0,7,21,1,8,,gilespa01
791,Patrick Giles,25,FLA,F,9,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,6,66:27,7:23,14,33,29.8,4,16,0,5,,gilespa01
791,Patrick Giles,25,SJS,F,8,1,0,1,-2,0,1,0,0,0,0,0,0,11,9.1,15,90:29,11:19,19,31,38.0,3,5,1,3,,gilespa01
792,Helge Grans,22,PHI,D,6,0,1,1,0,2,0,0,0,0,1,0,0,5,0.0,13,86:45,14:28,0,0,,5,4,2,8,,granshe01
793,Kevin Gravel,32,NSH,D,6,0,1,1,3,0,0,0,0,0,1,0,0,6,0.0,19,107:01,17:50,0,0,,8,7,0,7,,graveke01
794,Daniil Gushchin,22,SJS,LW,12,0,1,1,-3,6,0,0,0,0,1,0,0,16,0.0,41,147:36,12:18,1,0,100.0,6,6,0,1,,gushcda01
795,Mike Hardman,25,NJD,RW,2,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,4,18:05,9:03,0,1,0.0,3,4,0,0,,hardmmi01
796,Ville Heinola,23,WPG,D,18,0,1,1,6,4,0,0,0,0,1,0,0,12,0.0,38,255:23,14:11,0,0,,16,8,7,15,,heinovi01
797,Connor Hellebuyck,31,WPG,G,63,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,3741:22,59:23,0,0,,0,0,0,18,ASnhl-1Hart-1Jennings-1Vezina-1,helleco01
798,Joel Hofer,24,STL,G,31,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,1678:49,54:09,0,0,,0,0,0,19,,hoferjo01
799,Justin Hryckowian,23,DAL,F,5,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,4,39:24,7:53,3,2,60.0,0,8,0,2,,hryckju01
800,Arttu Hyry,23,DAL,F,5,0,1,1,0,0,0,0,0,0,1,0,0,5,0.0,8,45:25,9:05,11,5,68.8,3,4,1,1,,hyryar01
801,Bokondji Imama,28,PIT,LW,16,1,0,1,2,30,1,0,0,1,0,0,0,10,10.0,13,90:39,5:40,0,0,,7,45,0,3,,imamabo01
802,Tristan Jarry,29,PIT,G,36,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,2019:54,56:07,0,0,,0,0,0,13,,jarrytr01
803,Matt Kiersted,26,FLA,D,2,0,1,1,1,2,0,0,0,0,1,0,0,0,,2,25:21,12:41,0,0,,1,3,0,1,,kiersma01
804,Joona Koppanen,26,PIT,LW,11,1,0,1,-3,0,1,0,0,0,0,0,0,10,10.0,16,147:13,13:23,18,28,39.1,3,40,0,11,,koppajo01
805,Darcy Kuemper,34,LAK,G,50,0,1,1,0,12,0,0,0,0,1,0,0,0,,1,2973:39,59:28,0,0,,0,0,0,9,ASnhl-3Hart-18Vezina-3,kuempda01
806,Joseph LaBate,31,CBJ,C,6,0,1,1,1,10,0,0,0,0,1,0,0,3,0.0,5,54:38,9:06,0,2,0.0,11,14,0,1,,labatjo01
807,Tanner Laczynski,27,VEG,C,8,1,0,1,-1,6,1,0,0,0,0,0,0,2,50.0,6,68:48,8:36,16,21,43.2,3,3,0,0,,laczyta01
808,William Lagesson,28,DET,D,7,0,1,1,-1,4,0,0,0,0,1,0,0,5,0.0,10,101:59,14:34,0,0,,7,6,0,7,,lageswi01
809,Brad Lambert,21,WPG,C,5,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,9,58:02,11:36,5,10,33.3,4,5,0,1,,lambebr01
810,Kevin Lankinen,29,VAN,G,51,0,1,1,0,0,0,0,0,0,0,1,0,0,,0,3019:47,59:13,0,0,,0,0,0,12,,lankike01
811,Jeremy Lauzon,27,NSH,D,28,0,1,1,-4,37,0,0,0,0,1,0,0,25,0.0,70,503:12,17:58,0,0,,34,127,4,19,,lauzoje01
812,Ryan Leonard,20,WSH,RW,9,1,0,1,-4,11,1,0,0,0,0,0,0,17,5.9,31,127:36,14:11,1,0,100.0,4,18,4,6,,leonary01
813,Ukko-Pekka Luukkonen,25,BUF,G,55,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,3172:13,57:41,0,0,,0,0,0,9,,luukkuk01
814,Jeff Malott,28,LAK,F,12,0,1,1,-1,7,0,0,0,0,1,0,0,13,0.0,28,123:18,10:17,1,1,50.0,7,19,2,4,,malotje01
815,Georgii Merkulov,24,BOS,F,6,0,1,1,-1,2,0,0,0,0,1,0,0,7,0.0,13,82:24,13:44,0,1,0.0,7,2,1,2,,merkuge01
816,Dakota Mermis,31,2TM,D,4,0,1,1,-2,2,0,0,0,0,1,0,0,6,0.0,13,60:49,15:12,0,0,,4,3,0,5,,mermida01
816,Dakota Mermis,31,UTA,D,1,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,5,10:47,10:47,0,0,,1,0,0,0,,mermida01
816,Dakota Mermis,31,TOR,D,3,0,1,1,0,0,0,0,0,0,1,0,0,4,0.0,8,50:02,16:41,0,0,,3,3,0,5,,mermida01
817,Elvis Merzļikins,30,CBJ,G,53,0,1,1,0,8,0,0,0,0,1,0,0,0,,0,3170:55,59:50,0,0,,0,0,0,8,,merzlel01
818,Ian Mitchell,26,BOS,D,15,0,1,1,-2,2,0,0,0,0,1,0,0,10,0.0,26,234:00,15:36,0,0,,23,5,5,13,,mitchia01
819,Sam Montembeault,28,MTL,G,62,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,3533:59,57:00,0,0,,0,0,0,6,ASnhl-12Vezina-8,montesa01
820,Ian Moore,23,ANA,D,3,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,9,40:55,13:38,0,0,,1,1,0,1,,mooreia01
821,Sam Morton,,CGY,F,1,1,0,1,1,0,1,0,0,1,0,0,0,1,100.0,3,12:25,12:25,4,3,57.1,1,4,0,0,,mortosa01
822,Bradly Nadeau,19,CAR,LW,2,0,1,1,0,0,0,0,0,0,1,0,0,8,0.0,8,22:58,11:29,0,0,,1,2,0,0,,nadeabr01
823,Jake Oettinger,26,DAL,G,58,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,3410:04,58:48,0,0,,0,0,0,14,ASnhl-4Vezina-8,oettija01
824,Ville Ottavainen,22,SEA,D,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,4,14:24,14:24,0,0,,1,3,0,0,,ottavvi01
825,Zayne Parekh,18,CGY,D,1,1,0,1,3,2,1,0,0,0,0,0,0,2,50.0,3,20:31,20:31,0,0,,1,1,0,1,,parekza01
826,Isaak Phillips,23,CHI,D,3,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,5,35:41,11:54,0,0,,4,3,0,2,,phillis01
827,Calvin Pickard,32,EDM,G,36,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,1881:43,52:16,0,0,,0,0,0,15,,pickaca01
828,Andrew Poturalski,31,SJS,C,3,0,1,1,-1,2,0,0,0,0,1,0,0,5,0.0,6,43:22,14:27,21,22,48.8,4,0,0,1,,poturan01
829,Samuel Poulin,23,PIT,RW,7,0,1,1,1,2,0,0,0,0,1,0,0,3,0.0,11,70:31,10:04,0,0,,0,10,2,7,,poulisa01
830,Jonathan Quick,39,NYR,G,24,0,1,1,0,2,0,0,0,0,0,0,1,0,,0,1325:41,55:14,0,0,,0,0,0,7,,quickjo01
831,Calum Ritchie,20,COL,C,7,1,0,1,-7,0,1,0,0,0,0,0,0,11,9.1,20,89:28,12:47,3,4,42.9,2,6,1,4,,ritchca01
832,Isak Rosen,21,BUF,RW,8,0,1,1,-3,0,0,0,0,0,1,0,0,8,0.0,15,77:07,9:38,0,0,,2,3,1,5,,rosenis01
833,Chad Ruhwedel,34,NYR,D,5,0,1,1,2,0,0,0,0,0,1,0,0,1,0.0,7,70:31,14:06,0,0,,5,8,1,4,,ruhwech01
834,Ilya Samsonov,27,VEG,G,29,0,1,1,0,4,0,0,0,0,1,0,0,0,,0,1745:22,60:11,0,0,,0,0,0,4,,samsoil01
835,Juuse Saros,29,NSH,G,58,0,1,1,0,4,0,0,0,0,0,1,0,0,,0,3357:49,57:54,0,0,,0,0,0,24,,sarosju01
836,Matthew Savoie,21,EDM,C,4,0,1,1,-4,0,0,0,0,0,1,0,0,6,0.0,15,50:04,12:31,4,2,66.7,1,3,1,1,,savoima01
837,Dominik Shine,31,DET,F,9,0,1,1,-1,15,0,0,0,0,1,0,0,5,0.0,8,77:48,8:39,0,0,,3,16,3,5,,shinedo01
838,Ilya Solovyov,24,CGY,D,5,0,1,1,-3,2,0,0,0,0,1,0,0,6,0.0,18,78:21,15:40,0,0,,8,12,3,6,,solovil01
839,Justin Sourdif,22,FLA,RW,1,1,0,1,1,0,1,0,0,1,0,0,0,2,50.0,2,9:27,9:27,0,0,,0,0,0,0,,sourdju01
840,Jack St. Ivany,25,PIT,D,19,0,1,1,-3,17,0,0,0,0,1,0,0,12,0.0,35,310:59,16:22,0,0,,25,38,7,16,,stivajo01
841,Anthony Stolarz,31,TOR,G,34,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,1986:54,58:26,0,0,,0,0,0,11,Vezina-5,stolaan01
842,Daniil Tarasov,25,CBJ,G,20,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,1100:25,55:01,0,0,,0,0,0,6,,tarasda02
843,Logan Thompson,27,WSH,G,43,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,2535:09,58:57,0,0,,0,0,0,11,ASnhl-5Byng-49Vezina-4,thomplo01
844,T.J. Tynan,32,COL,C,9,0,1,1,-1,4,0,0,0,0,1,0,0,5,0.0,10,70:43,7:51,7,14,33.3,4,5,0,5,,tynant.01
845,Vítek Vaněček,29,2TM,G,25,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,1393:38,55:45,0,0,,0,0,0,9,,vanecvi01
845,Vítek Vaněček,29,SJS,G,18,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,972:59,54:03,0,0,,0,0,0,8,,vanecvi01
845,Vítek Vaněček,29,FLA,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,420:39,60:06,0,0,,0,0,0,1,,vanecvi01
846,Karel Vejmelka,28,UTA,G,58,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,3368:20,58:04,0,0,,0,0,0,25,,vejmeka01
847,Daniel Vladař,27,CGY,G,30,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,1781:02,59:22,0,0,,0,0,0,5,,vladada01
848,Chris Wagner,33,COL,C,28,1,0,1,-8,14,1,0,0,0,0,0,0,29,3.4,48,198:40,7:06,48,60,44.4,13,57,1,4,,wagnech01
849,Taylor Ward,26,LAK,F,1,1,0,1,0,0,0,1,0,0,0,0,0,4,25.0,5,14:52,14:52,1,0,100.0,0,3,0,1,,wardta01
850,Ozzy Wiesblatt,22,NSH,RW,5,0,1,1,1,0,0,0,0,0,1,0,0,4,0.0,10,55:30,11:06,0,0,,3,13,0,1,,wiesboz01
851,Ryan Winterton,21,SEA,C,12,0,1,1,-11,2,0,0,0,0,1,0,0,15,0.0,24,130:00,10:50,1,1,50.0,6,20,1,4,,wintery01
852,Matthew Wood,19,NSH,RW,6,0,1,1,0,2,0,0,0,0,1,0,0,8,0.0,17,69:29,11:35,1,2,33.3,2,2,2,5,,woodma01
853,Jack Ahcan,27,COL,D,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,3,31:35,15:48,0,0,,1,3,0,3,,ahcanja01
854,Alexander Alexeyev,25,WSH,D,8,0,0,0,2,0,0,0,0,0,0,0,0,7,0.0,15,128:34,16:04,0,0,,14,9,2,7,,alexeal01
855,Jake Allen,34,NJD,G,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1738:10,56:04,0,0,,0,0,0,19,,allenja01
856,Justus Annunen,24,2TM,G,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1789:49,52:39,0,0,,0,0,0,2,,annunju01
856,Justus Annunen,24,COL,G,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,520:50,47:21,0,0,,0,0,0,0,,annunju01
856,Justus Annunen,24,NSH,G,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1268:59,55:10,0,0,,0,0,0,2,,annunju01
857,Rasmus Asplund,27,FLA,F,6,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,3,47:35,7:56,9,6,60.0,2,3,4,2,,asplura01
858,Alex Barré-Boulet,27,MTL,F,2,0,0,0,-2,2,0,0,0,0,0,0,0,0,,1,20:19,10:10,0,0,,0,3,1,0,,barreal01
859,Matt Benning,30,SJS,D,7,0,0,0,-5,4,0,0,0,0,0,0,0,7,0.0,15,91:17,13:02,0,0,,10,9,1,4,,bennima01
860,Jordan Binnington,31,STL,G,56,0,0,0,0,6,0,0,0,0,0,0,0,0,,1,3238:59,57:50,0,0,,0,0,0,18,,binnijo01
861,Tobias Björnfot,23,FLA,D,14,0,0,0,-3,2,0,0,0,0,0,0,0,10,0.0,28,183:24,13:06,0,0,,10,13,1,6,,bjornto01
862,Joel Blomqvist,23,PIT,G,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,772:27,51:30,0,0,,0,0,0,2,,blomqjo01
863,Samuel Bolduc,24,NYI,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,1,5:56,5:56,0,0,,0,0,0,0,,boldusa01
864,Thomas Bordeleau,23,SJS,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,10:38,10:38,1,0,100.0,0,0,0,1,,bordeth01
865,Shane Bowers,25,NJD,C,4,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,2,33:01,8:15,1,0,100.0,1,9,1,1,,bowersh01
866,Travis Boyd,31,MIN,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,23:25,7:48,0,0,,3,1,0,2,,boydtr01
867,Chase Bradley,23,COL,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,11:09,5:35,0,0,,1,1,0,0,,bradlch01
868,Guillaume Brisebois,27,VAN,D,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,6,47:25,15:48,0,0,,4,2,1,0,,brisegu01
869,Brendan Brisson,23,VEG,C,9,0,0,0,-3,0,0,0,0,0,0,0,0,7,0.0,18,88:48,9:52,0,0,,0,9,1,1,,brissbr01
870,Frederic Brunet,21,BOS,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,4,14:23,14:23,0,0,,5,1,1,0,,brunefr01
871,Hunter Brzustewicz,20,CGY,D,1,0,0,0,2,2,0,0,0,0,0,0,0,2,0.0,2,18:23,18:23,0,0,,0,1,1,1,,brzushu01
872,Kyle Capobianco,27,DAL,D,1,0,0,0,-2,4,0,0,0,0,0,0,0,0,,1,11:23,11:23,0,0,,0,1,1,0,,capobky01
873,Nathan Clurman,26,PIT,D,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,4,11:05,11:05,0,0,,0,1,0,0,,clurmna01
874,Dylan Coghlan,26,WPG,D,6,0,0,0,1,4,0,0,0,0,0,0,0,9,0.0,23,92:07,15:21,0,0,,7,2,2,8,,coghldy01
875,Drew Commesso,22,CHI,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,71:21,35:41,0,0,,0,0,0,0,,commedr01
876,Eric Comrie,29,WPG,G,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1179:33,58:59,0,0,,0,0,0,4,,comrier01
877,Pheonix Copley,33,LAK,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,27:29,27:29,0,0,,0,0,0,0,,copleph01
878,Sebastian Cossa,22,DET,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,45:00,45:00,0,0,,0,0,0,0,,cossase01
879,Cameron Crotty,25,MIN,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,0,5:08,5:08,0,0,,0,0,0,0,,crottca01
880,Maxwell Crozier,24,TBL,D,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,19,83:27,16:41,0,0,,6,11,0,6,,crozima01
881,Nico Daws,24,NJD,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,262:51,43:49,0,0,,0,0,0,2,,dawsni01
882,Thatcher Demko,29,VAN,G,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1301:58,56:36,0,0,,0,0,0,8,,demkoth01
883,Grigori Denisenko,24,VEG,LW,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,2,8:27,8:27,0,1,0.0,0,5,0,0,,denisgr01
884,Travis Dermott,28,2TM,D,19,0,0,0,-3,2,0,0,0,0,0,0,0,8,0.0,24,233:11,12:16,0,0,,16,6,3,9,,dermotr01
884,Travis Dermott,28,EDM,D,10,0,0,0,-3,2,0,0,0,0,0,0,0,3,0.0,12,130:45,13:05,0,0,,10,6,1,6,,dermotr01
884,Travis Dermott,28,MIN,D,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,12,102:26,11:23,0,0,,6,0,2,3,,dermotr01
885,Cam Dineen,26,EDM,D,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,19,68:45,17:11,0,0,,6,1,2,0,,dineeca01
886,Jakub Dobes,23,MTL,G,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,874:47,54:40,0,0,,0,0,0,3,,dobesja01
887,Louis Domingue,32,NYR,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00,60:00,0,0,,0,0,0,0,,dominlo01
888,Karsen Dorwart,22,PHI,F,5,0,0,0,-1,2,0,0,0,0,0,0,0,4,0.0,7,54:54,10:59,14,21,40.0,2,9,0,5,,dorwaka01
889,Lukáš Dostál,24,ANA,G,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,3057:39,56:37,0,0,,0,0,0,14,ASnhl-12,dostalu01
890,Joshua Dunne,26,BUF,C,2,0,0,0,-3,5,0,0,0,0,0,0,0,1,0.0,4,14:11,7:06,2,5,28.6,2,5,0,0,,dunnejo01
891,Riley Duran,23,BOS,C,2,0,0,0,-1,2,0,0,0,0,0,0,0,5,0.0,8,25:27,12:44,1,1,50.0,0,6,0,1,,duranri01
892,Dalibor Dvorsky,19,STL,C,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,18:49,9:25,3,3,50.0,0,0,0,1,,dvorsda01
893,Samuel Ersson,25,PHI,G,47,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2601:47,55:21,0,0,,0,0,0,9,,erssosa01
894,Ivan Fedotov,28,PHI,G,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1429:01,54:58,0,0,,0,0,0,12,,fedotiv01
895,Tye Felhaber,26,COL,F,5,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,4,27:35,5:31,0,0,,0,7,1,0,,felhaty01
896,Domenick Fensore,23,CAR,D,2,0,0,0,0,2,0,0,0,0,0,0,0,5,0.0,8,38:08,19:04,0,0,,3,3,0,1,,fensodo01
897,Jack Finley,22,TBL,C,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,8:25,8:25,3,2,60.0,0,1,0,1,,finleja01
898,Marc-André Fleury,40,MIN,G,26,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1390:16,53:28,0,0,,0,0,0,4,Byng-7,fleurma01
899,Anton Forsberg,32,OTT,G,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1676:32,55:53,0,0,,0,0,0,6,,forsban01
900,Liam Foudy,24,NYI,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,3,14:54,7:27,0,0,,1,0,1,0,,foudyli01
901,Mark Friedman,29,VAN,D,5,0,0,0,-4,10,0,0,0,0,0,0,0,4,0.0,8,70:19,14:04,0,0,,6,6,2,1,,friedma01
902,Jacob Gaucher,23,PHI,F,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4,29:22,7:21,10,5,66.7,2,4,1,0,,gauchja01
903,Julien Gauthier,27,NYI,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7:42,7:42,0,0,,0,2,0,0,,gauthju01
904,Adam Ginning,25,PHI,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,3,12:48,12:48,0,0,,1,1,0,1,,ginniad01
905,Jet Greaves,23,CBJ,G,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,660:06,60:01,0,0,,0,0,0,0,,greavje01
906,Nikita Grebenkin,21,TOR,RW,7,0,0,0,-3,2,0,0,0,0,0,0,0,2,0.0,6,61:14,8:45,1,0,100.0,1,13,1,1,,grebeni01
907,Ryan Greene,21,CHI,C,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,8,26:24,13:12,6,12,33.3,3,0,0,3,,greenry01
908,Philipp Grubauer,33,SEA,G,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1460:29,56:10,0,0,,0,0,0,11,,grubaph01
909,Robert Hägg,29,VEG,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,22:17,11:09,0,0,,2,11,0,0,,haggro01
910,Jani Hakanpää,32,TOR,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,5,28:10,14:05,0,0,,4,1,0,6,,hakanja01
911,Brian Halonen,26,NJD,F,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,6,27:48,13:54,0,0,,1,2,1,2,,halonbr01
912,Brandon Halverson,28,TBL,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,57:57,57:57,0,0,,0,0,0,2,,halvebr01
913,Rafaël Harvey-Pinard,26,MTL,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8:54,8:54,0,0,,0,1,0,0,,harvera01
914,Dennis Hildeby,23,TOR,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,360:49,60:08,0,0,,0,0,0,3,,hildede01
915,Adin Hill,28,VEG,G,50,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,2940:13,58:48,0,0,,0,0,0,21,,hillad01
916,Hayden Hodgson,28,OTT,RW,2,0,0,0,-2,5,0,0,0,0,0,0,0,2,0.0,4,17:09,8:35,0,0,,1,7,0,2,,hodgsha01
917,Marcus Högberg,30,NYI,G,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,728:13,48:33,0,0,,0,0,0,5,,hogbema01
918,Samuel Honzek,20,CGY,LW,5,0,0,0,-1,2,0,0,0,0,0,0,0,6,0.0,8,61:58,12:24,0,1,0.0,2,6,1,4,,honzesa01
919,Daemon Hunt,22,MIN,D,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,5,8:01,8:01,0,0,,2,0,1,0,,huntda01
920,Ville Husso,29,2TM,G,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,639:46,49:13,0,0,,0,0,0,4,,hussovi01
920,Ville Husso,29,DET,G,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,438:49,48:45,0,0,,0,0,0,2,,hussovi01
920,Ville Husso,29,ANA,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,200:57,50:14,0,0,,0,0,0,2,,hussovi01
921,Quinn Hutson,23,EDM,F,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,3,26:51,13:26,0,0,,0,0,0,4,,hutsoqu01
922,Jere Innala,26,COL,F,17,0,0,0,-3,2,0,0,0,0,0,0,0,8,0.0,21,121:33,7:09,1,2,33.3,6,20,1,2,,innalje01
923,Jan Jeník,24,OTT,RW,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,2,15:23,7:42,1,2,33.3,0,2,0,0,,jenikja01
924,Jonas Johansson,29,TBL,G,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1110:15,58:26,0,0,,0,0,0,6,,johanjo03
925,Reese Johnson,26,MIN,F,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3,28:35,9:32,0,0,,3,6,0,1,,johnsre01
926,Ryan Johnson,23,BUF,D,3,0,0,0,-2,4,0,0,0,0,0,0,0,3,0.0,12,53:00,17:40,0,0,,4,1,0,2,,johnsry03
